system:time_start,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2000_interpolate,2001_interpolate,2002_interpolate,2003_interpolate,2004_interpolate,2005_interpolate,2006_interpolate,2007_interpolate,2008_interpolate,2009_interpolate,2010_interpolate,2011_interpolate,2012_interpolate,2013_interpolate,2014_interpolate,2015_interpolate,2016_interpolate,2017_interpolate,2018_interpolate,2019_interpolate,2020_interpolate,2021_interpolate,2022_interpolate,2000_phenology,2001_phenology,2002_phenology,2003_phenology,2004_phenology,2005_phenology,2006_phenology,2007_phenology,2008_phenology,2009_phenology,2010_phenology,2011_phenology,2012_phenology,2013_phenology,2014_phenology,2015_phenology,2016_phenology,2017_phenology,2018_phenology,2019_phenology,2020_phenology,2021_phenology,2022_phenology
01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-28,0.5060888888888889,,,,,,,,,,,,,,,,,,,0.5159333333333334,,,,0.5060888888888889,,,,,,,,,,,,,,,,,,,0.5159333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,
02-29,,,,,,,,,,,,,,,,,,,,,,,,0.6635144444444445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01,0.82094,0.8261333333333334,,,,,0.7087833333333333,0.2661,0.7411,0.6718266666666667,0.8720666666666667,0.7637777777777778,0.8659444444444444,,0.8291333333333333,0.8194111111111111,0.8158944444444445,,,,0.77125,,0.8365222222222223,0.82094,0.8261333333333334,,,,,0.7087833333333333,0.2661,0.7411,0.6718266666666667,0.8720666666666667,0.7637777777777778,0.8659444444444444,,0.8291333333333333,0.8194111111111111,0.8158944444444445,,,0.8002,0.77125,,0.8365222222222223,,,,,,,,,,,,,,,,,,,,,,,
03-02,,0.8247888888888889,,0.9635833333333332,,,,,0.8141333333333334,0.8183611111111111,0.8650055555555556,0.7714722222222222,0.87206875,,0.9818444444444444,0.8232166666666667,,0.6488499999999999,0.8448888888888889,0.8399277777777778,0.7696777777777778,,0.8387277777777777,0.8364271428571428,0.8247888888888889,,0.9635833333333332,,,,,0.8141333333333334,0.8183611111111111,0.8650055555555556,0.7714722222222222,0.87206875,,0.9818444444444444,0.8232166666666667,,0.6488499999999999,0.8448888888888889,0.8399277777777778,0.7696777777777778,,0.8387277777777777,,,,,,,,,,,,,,,,,,,,,,,
03-03,0.8519142857142857,0.4962222222222222,,,0.5471111111111111,,,,0.58225,,0.8562555555555555,0.5710611111111111,0.8497555555555556,0.626575,1.0182444444444445,0.7948444444444445,,,0.695825,0.8002,,0.7926333333333333,0.8438388888888889,0.8519142857142857,0.4962222222222222,,,0.5471111111111111,,0.7585041666666666,0.5606722222222222,0.58225,0.6708872222222222,0.8562555555555555,0.5710611111111111,0.8497555555555556,0.626575,1.0182444444444445,0.7948444444444445,0.7431722222222222,0.5529805555555555,0.695825,0.8002,0.7696777777777778,0.7926333333333333,0.8438388888888889,,,,,,,,,,,,,,,,,,,,,,,
03-04,0.81565,0.5810888888888889,0.8364,,0.52315,0.8315363636363636,,0.5997888888888889,0.67776,0.5234133333333333,0.9132666666666668,0.7399833333333333,0.8278833333333333,0.8092888888888888,,0.7714388888888889,0.67045,0.4571111111111111,0.4921111111111111,0.83275,,0.8213769230769231,0.4396571428571428,0.81565,0.5810888888888889,0.8364,0.8159694444444444,0.52315,0.8315363636363636,0.7820597121212121,0.5997888888888889,0.67776,0.5234133333333333,0.9132666666666668,0.7399833333333333,0.8278833333333333,0.8092888888888888,0.7415277777777778,0.7714388888888889,0.67045,0.4571111111111111,0.4921111111111111,0.83275,0.7381777777777778,0.8213769230769231,0.4396571428571428,,,,,,,,,,,,,,,,,,,,,,,
03-05,0.8433666666666667,,0.8558166666666667,,,,0.808225,,0.7861277777777778,,0.8743277777777778,0.7591111111111111,,0.7874222222222222,0.4648111111111111,0.7993461538461538,,0.4786222222222222,,0.4572555555555556,0.7079555555555556,0.8319833333333333,0.8269777777777778,0.8433666666666667,0.6018611111111112,0.8558166666666667,0.8155805555555556,0.6372708333333333,0.605965404040404,0.808225,0.5606722222222222,0.7861277777777778,0.5564233333333333,0.8743277777777778,0.7591111111111111,0.8278833333333333,0.7874222222222222,0.4648111111111111,0.7993461538461538,0.7651398148148147,0.4786222222222222,0.641625,0.4572555555555556,0.7079555555555556,0.8319833333333333,0.8269777777777778,,,,,,,,,,,,,,,,,,,,,,,
03-06,0.8761428571428571,0.6226333333333334,,0.6683555555555556,0.7513916666666667,0.3803944444444444,0.8065727272727272,0.5215555555555556,0.7353916666666667,0.5894333333333334,0.5083111111111112,0.5482,,,0.5800777777777778,0.7889055555555555,,,,0.5111833333333333,0.7381777777777778,,0.8022333333333334,0.8761428571428571,0.6226333333333334,0.7755361111111111,0.6683555555555556,0.7513916666666667,0.3803944444444444,0.8065727272727272,0.5215555555555556,0.7353916666666667,0.5894333333333334,0.5083111111111112,0.5482,0.7821166666666667,0.7760666666666667,0.5800777777777778,0.7889055555555555,0.7485518518518518,,0.641625,0.5111833333333333,0.7381777777777778,0.8346361111111111,0.8022333333333334,,,,,,,,,,,,,,,,,,,,,,,
03-07,0.8345833333333333,0.6993777777777778,0.6952555555555555,0.8163833333333333,0.7155,0.7741222222222223,0.8282133333333334,0.8448944444444444,0.6131333333333333,,0.7949,0.4505692307692308,0.7821166666666667,0.7647111111111111,0.8308,0.7953,,,0.641625,0.55968,0.7173266666666667,0.8372888888888889,0.6747,0.8345833333333333,0.6993777777777778,0.6952555555555555,0.8163833333333333,0.7155,0.7741222222222223,0.8282133333333334,0.8448944444444444,0.6131333333333333,0.6665903086419753,0.7949,0.4505692307692308,0.7821166666666667,0.7647111111111111,0.8308,0.7953,0.7817277777777777,0.5529805555555555,0.641625,0.55968,0.7173266666666667,0.8372888888888889,0.6747,,,,,,,,,,,,,,,,,,,,,,,
03-08,0.8012777777777778,,0.80004,0.8136111111111111,,,0.7692944444444444,0.5878,0.7448,,0.8028611111111111,,0.584625,0.7974277777777777,0.4584666666666667,0.4127888888888888,,,0.7662333333333333,0.4097611111111111,,,0.5371857142857143,0.8012777777777778,0.6694833333333333,0.80004,0.8136111111111111,0.74475625,0.5853611111111111,0.7692944444444444,0.5878,0.7448,0.5894333333333334,0.8028611111111111,0.5866457264957265,0.584625,0.7974277777777777,0.4584666666666667,0.4127888888888888,0.7490388888888889,0.594625,0.7662333333333333,0.4097611111111111,0.7244244444444444,0.6959744444444445,0.5371857142857143,,,,,,,,,,,,,,,,,,,,,,,
03-09,0.8195222222222223,0.6395888888888889,0.8155,0.8372888888888889,,0.3966,0.5643266666666666,0.9053666666666668,0.7318444444444444,,0.79806,0.7227222222222223,0.4984083333333333,0.5655,0.7839833333333334,0.7053625,0.8320333333333333,,0.8399749999999999,0.8750166666666667,0.7315222222222222,0.55466,0.7930833333333334,0.8195222222222223,0.6395888888888889,0.8155,0.8372888888888889,0.74475625,0.3966,0.5643266666666666,0.9053666666666668,0.7318444444444444,0.6871055555555556,0.79806,0.7227222222222223,0.4984083333333333,0.5655,0.7839833333333334,0.7053625,0.8320333333333333,0.594625,0.8399749999999999,0.8750166666666667,0.7315222222222222,0.55466,0.7930833333333334,,,,,,,,,,,,,,,,,,,,,,,
03-10,0.8163,,,0.8193555555555555,0.74475625,,0.7503076923076923,0.70706,0.7558277777777778,,0.7794777777777778,0.6816066666666667,0.7712444444444444,0.5019333333333333,0.76035,0.7890055555555555,0.8427,,0.3220333333333333,0.7585888888888889,0.7208111111111111,0.7362277777777778,,0.8163,0.6335999999999999,0.8042722222222223,0.8193555555555555,0.74475625,0.5418333333333334,0.7503076923076923,0.70706,0.7558277777777778,0.7794777777777777,0.7794777777777778,0.6816066666666667,0.7712444444444444,0.5019333333333333,0.76035,0.7890055555555555,0.8427,0.6226009259259259,0.3220333333333333,0.7585888888888889,0.7208111111111111,0.7362277777777778,0.7914095238095238,,,,,,,,,,,,,,,,,,,,,,,
03-11,0.7969444444444445,0.6276111111111111,0.7930444444444444,0.80655,0.7449722222222223,0.6870666666666667,0.4824444444444444,,0.7572611111111112,,0.8095722222222222,0.5889055555555556,,0.6175333333333334,0.7944277777777777,0.5571277777777778,0.559661111111111,0.7106277777777777,0.8095777777777777,0.5486222222222222,0.7184333333333334,0.6794055555555556,0.7897357142857143,0.7969444444444445,0.6276111111111111,0.7930444444444444,0.80655,0.7449722222222223,0.6870666666666667,0.4824444444444444,0.6811992307692307,0.7572611111111112,0.7347853086419753,0.8095722222222222,0.5889055555555556,0.7985988888888889,0.6175333333333334,0.7944277777777777,0.5571277777777778,0.559661111111111,0.7106277777777777,0.8095777777777777,0.5486222222222222,0.7184333333333334,0.6794055555555556,0.7897357142857143,,,,,,,,,,,,,,,,,,,,,,,
03-12,0.5559571428571428,0.2430333333333333,,0.8580222222222222,,0.79352,0.6836,0.6553384615384615,0.73299375,0.7847777777777778,0.8213777777777778,0.6795666666666667,0.8259533333333333,0.7498666666666667,0.6881611111111111,0.7240125,0.7490388888888889,0.7542,,0.7705611111111111,0.7351722222222222,0.7340166666666667,0.7660555555555556,0.5559571428571428,0.2430333333333333,0.7784444444444445,0.8580222222222222,0.74475625,0.79352,0.6836,0.6553384615384615,0.73299375,0.7847777777777778,0.8213777777777778,0.6795666666666667,0.8259533333333333,0.7498666666666667,0.6881611111111111,0.7240125,0.7490388888888889,0.7542,0.6969535714285714,0.7705611111111111,0.7351722222222222,0.7340166666666667,0.7660555555555556,,,,,,,,,,,,,,,,,,,,,,,
03-13,,0.8514,,,,,,0.5909611111111112,0.4146888888888889,0.7794777777777777,0.7881833333333333,0.6042666666666667,0.8225388888888889,,0.796325,0.7599666666666667,0.6714222222222223,0.5346277777777778,,,0.7170944444444445,0.549823076923077,,0.5760952380952381,0.8514,0.7574833333333333,0.8074888888888889,0.74475625,0.75276,0.7203531249999999,0.5909611111111112,0.4146888888888889,0.7794777777777777,0.7881833333333333,0.6042666666666667,0.8225388888888889,0.6733611111111111,0.796325,0.7599666666666667,0.6714222222222223,0.5346277777777778,0.7742531746031746,0.7347111111111111,0.7170944444444445,0.549823076923077,0.7817472222222223,,,,,,,,,,,,,,,,,,,,,,,
03-14,0.5962333333333334,0.8081777777777778,,,,0.712,0.75710625,0.6775222222222222,0.6651666666666667,0.7962733333333334,0.8151722222222222,0.7183222222222222,0.83045,,0.8187555555555556,0.77255,,,,,0.7266888888888889,0.7742444444444444,0.7974388888888889,0.5962333333333334,0.8081777777777778,0.7728144444444445,0.8166055555555556,0.74475625,0.712,0.75710625,0.6775222222222222,0.6651666666666667,0.7962733333333334,0.8151722222222222,0.7183222222222222,0.83045,0.6733611111111111,0.8187555555555556,0.77255,0.7490388888888889,0.6979092592592593,0.7793861269841269,0.7347111111111111,0.7266888888888889,0.7742444444444444,0.7974388888888889,,,,,,,,,,,,,,,,,,,,,,,
03-15,,,0.7219222222222222,0.8074888888888889,,0.8129333333333333,0.7468466666666667,0.7921555555555556,,0.8008611111111111,0.8315277777777778,0.4227571428571429,0.7250055555555556,0.6733611111111111,0.7832166666666667,0.5638,,,0.7389285714285714,0.7347111111111111,,0.8047111111111112,,0.5962333333333334,0.6156013888888889,0.7219222222222222,0.8074888888888889,0.7327043650793651,0.8129333333333333,0.7468466666666667,0.7921555555555556,0.7084166666666667,0.8008611111111111,0.8315277777777778,0.4227571428571429,0.7250055555555556,0.6733611111111111,0.7832166666666667,0.5638,0.7006125,0.6851907407407407,0.7389285714285714,0.7347111111111111,0.7170944444444445,0.8047111111111112,0.7660555555555556,,,,,,,,,,,,,,,,,,,,,,,
03-16,,0.423025,0.7920444444444444,0.8166055555555556,,0.7724444444444445,0.74495,,0.7516666666666667,0.8062277777777778,0.8129388888888889,,,0.3997944444444444,0.7232857142857143,,0.8676555555555555,,0.78186,0.6353944444444445,,0.69236,,0.6815,0.423025,0.7920444444444444,0.8166055555555556,0.74475625,0.7724444444444445,0.74495,0.6462777777777777,0.7516666666666667,0.8062277777777778,0.8129388888888889,0.7183222222222222,0.7165083333333333,0.3997944444444444,0.7232857142857143,0.5638,0.8676555555555555,0.6251555555555556,0.78186,0.6353944444444445,0.6923,0.69236,0.7239175925925926,,,,,,,,,,,,,,,,,,,,,,,
03-17,0.7667666666666667,,0.7995777777777777,0.4565071428571428,,0.5647722222222222,0.6420277777777778,0.5004,0.7963055555555556,0.8016388888888889,0.8096555555555556,,0.7080111111111111,0.6175666666666667,0.7549555555555556,,0.7006125,,0.7923111111111111,,0.6365444444444445,,,0.7667666666666667,0.6156013888888889,0.7995777777777777,0.4565071428571428,0.7449722222222223,0.5647722222222222,0.6420277777777778,0.5004,0.7963055555555556,0.8016388888888889,0.8096555555555556,0.7253384615384615,0.7080111111111111,0.6175666666666667,0.7549555555555556,0.5638,0.7006125,0.6845777777777777,0.7923111111111111,0.6353944444444445,0.6365444444444445,0.7424994444444444,0.6950027777777779,,,,,,,,,,,,,,,,,,,,,,,
03-18,,,0.7956555555555556,0.8070555555555555,,,0.7872722222222222,0.5256111111111111,,0.8408111111111111,0.8020111111111111,0.7560111111111111,0.8077166666666666,0.7150444444444445,0.7722555555555556,0.534088888888889,0.8316333333333333,0.7667444444444445,0.7908166666666666,,0.6923,0.7926388888888889,,0.7342444444444445,0.6084125,0.7956555555555556,0.8070555555555555,0.739541369047619,0.5360638888888889,0.7872722222222222,0.5256111111111111,0.7662153846153846,0.8408111111111111,0.8020111111111111,0.7560111111111111,0.8077166666666666,0.7150444444444445,0.7722555555555556,0.534088888888889,0.8316333333333333,0.7667444444444445,0.7908166666666666,0.6353944444444445,0.6923,0.7926388888888889,0.7075356481481483,,,,,,,,,,,,,,,,,,,,,,,
03-19,,0.7938000000000001,,0.8212944444444444,,0.5073555555555556,0.8044722222222223,0.8061111111111111,,0.6297857142857143,0.8088722222222222,0.7253384615384615,0.8254388888888889,0.7417222222222222,0.8520722222222222,0.7883555555555556,0.8461076923076923,0.5740944444444445,0.77295,0.6121111111111112,0.7063055555555555,,0.5925666666666667,0.6938327215608465,0.7938000000000001,,0.8212944444444444,0.7449722222222223,0.5073555555555556,0.8044722222222223,0.8061111111111111,0.771395868945869,0.6297857142857143,0.8088722222222222,0.7253384615384615,0.8254388888888889,0.7417222222222222,0.8520722222222222,0.7883555555555556,0.8461076923076923,0.5740944444444445,0.77295,0.6121111111111112,0.7063055555555555,0.7333388888888889,0.5925666666666667,,,,,,,,,,,,,,,,,,,,,,,
03-20,,,,0.6348888888888888,,0.8458777777777778,0.7968055555555555,,,0.8052055555555555,,,0.8283055555555555,,0.7766388888888889,0.8182111111111111,0.8390166666666666,0.6845777777777777,0.5316133333333334,0.7841933333333333,0.6934555555555555,0.6740388888888889,,0.6826993326118326,0.7974777777777777,,0.6348888888888888,0.74475625,0.8458777777777778,0.7968055555555555,0.7284999999999999,0.7794447578347579,0.8052055555555555,0.8088722222222222,0.7560111111111111,0.8283055555555555,0.7417222222222222,0.7766388888888889,0.8182111111111111,0.8390166666666666,0.6845777777777777,0.5316133333333334,0.7841933333333333,0.6934555555555555,0.6740388888888889,0.7075356481481483,,,,,,,,,,,,,,,,,,,,,,,
03-21,,,,0.5616555555555556,,0.8197555555555556,0.7957833333333333,0.6508888888888889,,0.5442777777777777,,,0.83225,,0.7443,0.7857555555555555,0.8497888888888889,0.7536055555555555,0.78446,0.599275,0.6117,,,0.6774589285714285,0.8011555555555555,0.7923531746031746,0.5616555555555556,0.7421488095238096,0.8197555555555556,0.7957833333333333,0.6508888888888889,0.7758133333333334,0.5442777777777777,0.8127222222222222,0.7253384615384615,0.83225,0.7825888888888889,0.7443,0.7857555555555555,0.8497888888888889,0.7536055555555555,0.78446,0.599275,0.6117,0.6711027777777778,0.686475,,,,,,,,,,,,,,,,,,,,,,,
03-22,,0.8011555555555555,,0.5888444444444444,0.6599611111111111,0.7855666666666666,0.7966444444444445,0.8105333333333333,0.7662153846153846,,0.8127222222222222,0.75905,0.7461444444444444,0.7825888888888889,0.7705666666666666,0.64972,0.8030777777777778,0.7923277777777777,0.8112,0.7989333333333334,0.5704571428571429,0.6681666666666667,,0.7291888888888889,0.8011555555555555,0.7920444444444444,0.5888444444444444,0.6599611111111111,0.7855666666666666,0.7966444444444445,0.8105333333333333,0.7662153846153846,0.7081272727272727,0.8127222222222222,0.75905,0.7461444444444444,0.7825888888888889,0.7705666666666666,0.64972,0.8030777777777778,0.7923277777777777,0.8112,0.7989333333333334,0.5704571428571429,0.6681666666666667,0.7200685185185186,,,,,,,,,,,,,,,,,,,,,,,
03-23,,0.8176,,0.8052555555555556,0.7801,,0.7982333333333334,0.3138888888888889,0.7758133333333334,,0.8152277777777778,0.4408666666666667,0.5714666666666667,0.8466,0.78605,0.8667277777777778,0.8447611111111111,0.7906857142857143,0.7701,0.4152444444444444,,0.7745222222222222,,0.7291888888888889,0.8176,0.7926619047619047,0.8052555555555556,0.7801,0.7994076923076923,0.7982333333333334,0.3138888888888889,0.7758133333333334,0.7081272727272727,0.8152277777777778,0.4408666666666667,0.5714666666666667,0.8466,0.78605,0.8667277777777778,0.8447611111111111,0.7906857142857143,0.7701,0.4152444444444444,0.6384227513227514,0.7745222222222222,0.686475,,,,,,,,,,,,,,,,,,,,,,,
03-24,,0.82564,,0.8109277777777778,0.7684722222222222,,0.8042777777777778,0.7433133333333334,0.7892307692307693,0.7081272727272727,0.6784555555555556,,,0.7718111111111111,0.7886333333333333,0.7455333333333334,0.8272277777777778,0.8057466666666667,0.7950833333333334,0.8048714285714286,,0.8199944444444445,0.7803833333333333,0.7422847222222222,0.82564,0.7926619047619047,0.8109277777777778,0.7684722222222222,0.7924871794871795,0.8042777777777778,0.7433133333333334,0.7892307692307693,0.7081272727272727,0.6784555555555556,0.5605694444444445,0.633625,0.7718111111111111,0.7886333333333333,0.7455333333333334,0.8272277777777778,0.8057466666666667,0.7950833333333334,0.8048714285714286,0.6250190476190477,0.8199944444444445,0.7803833333333333,,,,,,,,,,,,,,,,,,,,,,,
